ID;TERMS (PT-NPT);RELATIONS;PT;MT
118;CDPAT;USE;Consiliul pentru Cooperare Culturală;7611 organizaţii europene
5284;CEAC;USE;Conferința Europeană a Aviației Civile;7611 organizaţii europene
3722;CEAO;USE;Uniunea Economică și Monetară a Africii de Vest;7616 organizaţii extraeuropene
5644;CEB;USE;fonduri ale Consiliului Europei;7611 organizaţii europene
c_090e8e94;CECRL;USE;aptitudini lingvistice;4406 locuri de muncă
257;CEDO;USE;Curtea Europeană a Drepturilor Omului;7611 organizaţii europene
6159;CEEAC;USE;Comunitatea Economică a Statelor din Africa Centrală;7616 organizaţii extraeuropene
c_2d0e694e;CEF;USE;Comitetul economic și financiar;2411 economie monetară
7185;CEFTA;;;7611 organizaţii europene
4586;CEMAC;USE;Comunitatea Economică și Monetară a Africii Centrale;7616 organizaţii extraeuropene
5347;CEMT;USE;Conferința Europeană a Miniștrilor Transporturilor;7621 organizaţii mondiale
6093;CEN;USE;Comisia Europeană pentru Standardizare;7611 organizaţii europene
8398;CEN-SAD;USE;Comunitatea statelor sahelo-sahariene;7616 organizaţii extraeuropene
7986;CEPOL;;;1016 construcţie europeană
5248;CEPT;;;7611 organizaţii europene
434909;CER;USE;mecanism de dezvoltare curată;5206 politica mediului înconjurător
5365;CERN;;;7611 organizaţii europene
c_a3b85311;CERS;USE;Comitetul european pentru risc sistemic;2421 libera circulaţie a capitalului
5370;CES (confederație sindicală);USE;Confederația Europeană a Sindicatelor;7611 organizaţii europene
5370;CES (confederație sindicală);USE;Confederația Europeană a Sindicatelor;7626 organizaţii neguvernamentale
6054;CESE;USE;Comitetul Economic și Social European;1006 Instituțiile Uniunii Europene și funcția publică europeană
5787;CFM;USE;cadru financiar multianual;1021 finanțele Uniunii Europene
5278;CIC (CNUCED/OMC);USE;Centrul Internațional de Comerț;7606 ONU
312;CICR;USE;Crucea Roșie;7626 organizaţii neguvernamentale
258;CIJ;USE;Curtea Internațională de Justiție;7606 ONU
5991;CIME;USE;Organizația Internațională pentru Migrație;7621 organizaţii mondiale
8404;CISL;USE;Confederația Sindicală Internațională;7626 organizaţii neguvernamentale
193;CIV;USE;Convenția CIV;4816 transport terestru
255;CJCE;USE;Curtea de Justiție a Uniunii Europene;1006 Instituțiile Uniunii Europene și funcția publică europeană
255;CJUE;USE;Curtea de Justiție a Uniunii Europene;1006 Instituțiile Uniunii Europene și funcția publică europeană
8404;CMT;USE;Confederația Sindicală Internațională;7626 organizaţii neguvernamentale
8475;CMUE;USE;Comitetul militar al UE;1016 construcţie europeană
5495;COCOM;USE;Aranjamentul de la Wassenaar;7621 organizaţii mondiale
8400;COMESA;USE;Piața Comună a Africii de Est și Africii Australe;7616 organizaţii extraeuropene
8398;COMESSA;USE;Comunitatea statelor sahelo-sahariene;7616 organizaţii extraeuropene
8478;COPS;USE;Comitetul politic și de securitate;1016 construcţie europeană
5558;COSAC;;;0421 Parlament
5236;COST;;;6416 cercetare şi proprietate intelectuală
c_2e08d60f;CPCC;USE;misiune civilă a UE;1016 construcţie europeană
5478;CPEA;USE;Consiliul Parteneriatului Euro-Atlantic;7621 organizaţii mondiale
7193;CPI;USE;Curtea Penală Internațională;7621 organizaţii mondiale
7346;CPRLE;USE;Congresul puterilor locale și regionale ale Europei;7611 organizaţii europene
304;CREST;USE;Comitetul de cercetare științifică și tehnică;6416 cercetare şi proprietate intelectuală
c_ba4acdb2;CRG;USE;reatribuire de gen;1236 drepturile individului
435061;CSC;USE;captarea și stocarea dioxidului de carbon;6411 tehnologie şi reglementări tehnice
5479;CSI;USE;comunitatea statelor independente;7621 organizaţii mondiale
8370;CUEA;USE;Consiliului Unității Economice Arabe;7616 organizaţii extraeuropene
5091;Calabria;;;7211 regiuni ale statelor membre ale Uniunii Europene
5165;Calvinism;USE;protestantism;2831 cultură şi religie
1555;Cambodgia;;;7226 Asia şi Oceania
1555;Cambodgia;;;7231 geografie economică
5377;Camera Comunelor;USE;cameră parlamentară aleasă prin vot direct;0421 Parlament
5377;Camera Inferioară a Parlamentului;USE;cameră parlamentară aleasă prin vot direct;0421 Parlament
5095;Camerun;;;7221 Africa
5095;Camerun;;;7231 geografie economică
5098;Campania;;;7211 regiuni ale statelor membre ale Uniunii Europene
5100;Canada;;;7216 America
5100;Canada;;;7231 geografie economică
5100;Canada;;;7236 geografie politică
1776;Canalul Mânecii;;;5211 mediul înconjurător natural
5101;Canalul Panama;;;4821 transport maritim şi fluvial
5103;Canalul Suez;;;4821 transport maritim şi fluvial
3385;Cantabria;;;7211 regiuni ale statelor membre ale Uniunii Europene
1103;Cantal;USE;brânză semi-slabă;6016 produse agricole procesate
c_ec0f4970;Cantonul Bjelovar-Bilogora;;;7211 regiuni ale statelor membre ale Uniunii Europene
c_070e15e7;Cantonul Brod-Posavina;;;7211 regiuni ale statelor membre ale Uniunii Europene
c_e300778f;Cantonul Dubrovnik-Neretva;;;7211 regiuni ale statelor membre ale Uniunii Europene
c_7a080afd;Cantonul Istra;;;7211 regiuni ale statelor membre ale Uniunii Europene
c_412ed48a;Cantonul Karlovac;;;7211 regiuni ale statelor membre ale Uniunii Europene
c_f9143718;Cantonul Koprivnica-Križevci;;;7211 regiuni ale statelor membre ale Uniunii Europene
c_dffba30e;Cantonul Krapina-Zagorje;;;7211 regiuni ale statelor membre ale Uniunii Europene
c_eb3ada47;Cantonul Lika-Senj;;;7211 regiuni ale statelor membre ale Uniunii Europene
c_e4bfb3bb;Cantonul Međimurje;;;7211 regiuni ale statelor membre ale Uniunii Europene
c_cf9e250b;Cantonul Osijek-Baranja;;;7211 regiuni ale statelor membre ale Uniunii Europene
c_095c8a84;Cantonul Požega-Slavonia;;;7211 regiuni ale statelor membre ale Uniunii Europene
c_b4cffbee;Cantonul Primorje-Gorski Kotar;;;7211 regiuni ale statelor membre ale Uniunii Europene
c_049691c5;Cantonul Sisak-Moslavina;;;7211 regiuni ale statelor membre ale Uniunii Europene
c_14e0ae65;Cantonul Split-Dalmația;;;7211 regiuni ale statelor membre ale Uniunii Europene
c_82778b62;Cantonul Varaždin;;;7211 regiuni ale statelor membre ale Uniunii Europene
c_496cee2d;Cantonul Virovitica-Podravina;;;7211 regiuni ale statelor membre ale Uniunii Europene
c_a5c15adc;Cantonul Vukovar-Srije;;;7211 regiuni ale statelor membre ale Uniunii Europene
c_fee7acae;Cantonul Zadar;;;7211 regiuni ale statelor membre ale Uniunii Europene
c_23635024;Cantonul Zagreb;;;7211 regiuni ale statelor membre ale Uniunii Europene
c_7d7c383b;Cantonul Šibenik-Knin;;;7211 regiuni ale statelor membre ale Uniunii Europene
c_2e08d60f;Capacitatea civilă de planificare și conducere;USE;misiune civilă a UE;1016 construcţie europeană
5556;Capul Horn;;;7221 Africa
5108;Capul Verde;;;7221 Africa
5108;Capul Verde;;;7231 geografie economică
8518;Caraș Severin;;;7211 regiuni ale statelor membre ale Uniunii Europene
6338;Caribank;;;7616 organizaţii extraeuropene
5264;Caricom;;;7616 organizaţii extraeuropene
c_acf7832d;Cariforum;;;7616 organizaţii extraeuropene
5264;Carifta;USE;Caricom;7616 organizaţii extraeuropene
6197;Carintia;;;7211 regiuni ale statelor membre ale Uniunii Europene
6286;Carta Drepturilor Fundamentale;USE;Carta Drepturilor Fundamentale a Uniunii Europene;1016 construcţie europeană
6286;Carta Drepturilor Fundamentale a Uniunii Europene;;;1016 construcţie europeană
3654;Carta Eureka;USE;Eureka;6416 cercetare şi proprietate intelectuală
6286;Carta Europeană a Drepturilor Fundamentale;USE;Carta Drepturilor Fundamentale a Uniunii Europene;1016 construcţie europeană
5484;Carta Europeană privind Drepturile Sociale Fundamentale ale Salariaților;;;2826 viaţă socială
5394;Carta ONU;;;0806 politică internaţională
5395;Carta Socială Europeană;;;2826 viaţă socială
6077;Carta africană a drepturilor omului și popoarelor;;;1236 drepturile individului
5393;Carta de la Havana;;;2021 comerţ internaţional
3902;Carta drepturilor omului;;;1236 drepturile individului
6079;Carta europeană a energiei;;;6606 politică energetică
3384;Castilia - La Mancha;;;7211 regiuni ale statelor membre ale Uniunii Europene
3382;Castilia - Leon;;;7211 regiuni ale statelor membre ale Uniunii Europene
5273;Catalonia;;;7211 regiuni ale statelor membre ale Uniunii Europene
6072;CdT;USE;Centrul de Traduceri pentru Organismele Uniunii Europene;1006 Instituțiile Uniunii Europene și funcția publică europeană
5341;Cedeao;USE;Comunitatea Economică a Statelor Vest-Africane;7616 organizaţii extraeuropene
5342;Cedefop;;;1006 Instituțiile Uniunii Europene și funcția publică europeană
4698;Ceefax;USE;videografie difuzată;3226 comunicaţii
5860;Cehia;;;7206 Europa
5860;Cehia;;;7231 geografie economică
5860;Cehia;;;7236 geografie politică
4411;Cehoslavacia;;;7236 geografie politică
4325;Celebes;USE;Sulawesi;7226 Asia şi Oceania
6094;Cenelec;;;7611 organizaţii europene
8491;Centru (România);;;7211 regiuni ale statelor membre ale Uniunii Europene
5352;Centru-Val de Loire;;;7211 regiuni ale statelor membre ale Uniunii Europene
5278;Centrul CNUCED/OMC de Comerț Internațional;USE;Centrul Internațional de Comerț;7606 ONU
5354;Centrul Comun de Cercetare;;;1006 Instituțiile Uniunii Europene și funcția publică europeană
c_d3974887;Centrul Croației;;;7211 regiuni ale statelor membre ale Uniunii Europene
6207;Centrul European al Întreprinderilor cu Participare Publică;;;7611 organizaţii europene
6219;Centrul European de Monitorizare a Rasismului și Xenofobiei;USE;Agenția pentru Drepturi Fundamentale a Uniunii Europene;1006 Instituțiile Uniunii Europene și funcția publică europeană
2359;Centrul European pentru Afaceri și Inovații;USE;întreprinderi mici și mijlocii;4011 categorii de societăţi comerciale
8395;Centrul European pentru Cercetare și Documentare Parlamentară;;;7611 organizaţii europene
5342;Centrul European pentru Dezvoltarea Formării Profesionale;USE;Cedefop;1006 Instituțiile Uniunii Europene și funcția publică europeană
7954;Centrul European pentru Observații din Satelit;;;1016 construcţie europeană
7983;Centrul European pentru Prevenirea și Controlul Bolilor;;;1006 Instituțiile Uniunii Europene și funcția publică europeană
5278;Centrul Internațional de Comerț;;;7606 ONU
450983;Centrul Internațional pentru Inginerie Genetică și Biotehnologie;;;7606 ONU
8378;Centrul Internațional pentru Reglementarea Diferendelor privind Investițiile;;;7606 ONU
5250;Centrul ONU pentru Așezări Umane;USE;UN-Habitat;7606 ONU
4594;Centrul ONU pentru Dezvoltare;;;7606 ONU
4594;Centrul de Dezvoltare Regională al Națiunilor Unite;USE;Centrul ONU pentru Dezvoltare;7606 ONU
3725;Centrul de Dezvoltare pentru Asia și Pacific;;;7616 organizaţii extraeuropene
6072;Centrul de Traduceri pentru Organismele Uniunii Europene;;;1006 Instituțiile Uniunii Europene și funcția publică europeană
2829;Centrul european de cercetări spațiale;USE;Agenția Spațială Europeană;7611 organizaţii europene
5282;Centrul pentru Dezvoltare Industrială;USE;Centrul pentru Dezvoltarea Întreprinderilor;7626 organizaţii neguvernamentale
5282;Centrul pentru Dezvoltarea Întreprinderilor;;;7626 organizaţii neguvernamentale
6282;Ceuta;;;7211 regiuni ale statelor membre ale Uniunii Europene
4246;Ceylon;USE;Sri Lanka;7226 Asia şi Oceania
4246;Ceylon;USE;Sri Lanka;7231 geografie economică
441001;Chafea;USE;agenție executivă;1006 Instituțiile Uniunii Europene și funcția publică europeană
5381;Champagne-Ardenne;;;7211 regiuni ale statelor membre ale Uniunii Europene
5965;Chile;;;7216 America
5965;Chile;;;7231 geografie economică
5965;Chile;;;7236 geografie politică
5969;China;;;7226 Asia şi Oceania
5969;China;;;7231 geografie economică
7198;Chuuk;USE;Statele Federale ale Microneziei;7226 Asia şi Oceania
7198;Chuuk;USE;Statele Federale ale Microneziei;7231 geografie economică
4410;Ciad;;;7221 Africa
4410;Ciad;;;7231 geografie economică
5989;Cipru;;;7206 Europa
5989;Cipru;;;7231 geografie economică
5989;Cipru;;;7236 geografie politică
5930;Cisiordania;USE;Palestina;7226 Asia şi Oceania
5930;Cisiordania;USE;Palestina;7231 geografie economică
8513;Cluj;;;7211 regiuni ale statelor membre ale Uniunii Europene
6016;Cnuced;USE;Conferința Națiunilor Unite pentru comerț și dezvoltare;7606 ONU
5508;CoR;USE;Comitetul European al Regiunilor;1006 Instituțiile Uniunii Europene și funcția publică europeană
8425;Codul comercial;;;1206 izvoarele şi ramurile dreptului
8547;Colectivitatea Saint-Barthélemy;USE;Saint-Barthélemy;7216 America
8547;Colectivitatea Saint-Barthélemy;USE;Saint-Barthélemy;7241 ţări şi teritorii străine
3816;Colectivitatea Saint-Martin;USE;Saint-Martin;7216 America
3816;Colectivitatea Saint-Martin;USE;Saint-Martin;7241 ţări şi teritorii străine
3823;Colectivitatea Teritorială Saint-Pierre şi Miquelon;USE;Saint-Pierre şi Miquelon;7216 America
3823;Colectivitatea Teritorială Saint-Pierre şi Miquelon;USE;Saint-Pierre şi Miquelon;7241 ţări şi teritorii străine
7986;Colegiul European de Poliție;USE;CEPOL;1016 construcţie europeană
6036;Columbia;;;7216 America
6036;Columbia;;;7231 geografie economică
6036;Columbia;;;7236 geografie politică
5086;Comecon;;;7621 organizaţii mondiale
4044;Comisar al Comisiei Europene;USE;comisar european;1006 Instituțiile Uniunii Europene și funcția publică europeană
6048;Comisia Agricolă Consultativă;USE;comitet agricol (UE);5606 politică agricolă
7186;Comisia Centrală pentru Navigația pe Rin;;;7611 organizaţii europene
4038;Comisia Comunității Europene;USE;Comisia Europeană;1006 Instituțiile Uniunii Europene și funcția publică europeană
5505;Comisia Consultativă Mixtă pentru Spațiul Economic European;;;1016 construcţie europeană
4038;Comisia Europeană;;;1006 Instituțiile Uniunii Europene și funcția publică europeană
6093;Comisia Europeană pentru Standardizare;;;7611 organizaţii europene
5991;Comisia Interguvernamentală pentru Migrație Europeană;USE;Organizația Internațională pentru Migrație;7621 organizaţii mondiale
5504;Comisia Mixtă pentru Spațiul Economic European;;;1016 construcţie europeană
c_b605a1d4;Comisia Națiunilor Unite pentru Drepturile Omului;USE;Consiliul ONU pentru Drepturile Omului;7606 ONU
17;Comisia ONU;;;7606 ONU
c_b605a1d4;Comisia ONU pentru Drepturile Omului;USE;Consiliul ONU pentru Drepturile Omului;7606 ONU
5279;Comisia Pacificului de Sud;USE;Secretariatul Comunității Pacificului;7616 organizaţii extraeuropene
5510;Comisia Parlamentară Mixtă pentru Spațiul Comun European;;;1016 construcţie europeană
6048;Comisia de Management Agricol;USE;comitet agricol (UE);5606 politică agricolă
5495;Comisia de coordonare pentru controlul exporturilor multilaterale;USE;Aranjamentul de la Wassenaar;7621 organizaţii mondiale
23;Comisia de statistică;USE;comisie tehnică ONU;7606 ONU
8386;Comisia economică a Națiunilor Unite pentru Africa;USE;Comisia regională ONU;7606 ONU
8386;Comisia economică a Națiunilor Unite pentru America Latină și Caraibe;USE;Comisia regională ONU;7606 ONU
8386;Comisia economică a Națiunilor Unite pentru Europa;USE;Comisia regională ONU;7606 ONU
8386;Comisia economică și socială a Națiunilor Unite pentru Asia de Vest;USE;Comisia regională ONU;7606 ONU
8386;Comisia economică și socială a Națiunilor Unite pentru Asia și Pacific;USE;Comisia regională ONU;7606 ONU
23;Comisia pentru condiția femeii;USE;comisie tehnică ONU;7606 ONU
23;Comisia pentru dezvoltare durabilă;USE;comisie tehnică ONU;7606 ONU
23;Comisia pentru dezvoltare socială;USE;comisie tehnică ONU;7606 ONU
23;Comisia pentru populație și dezvoltare;USE;comisie tehnică ONU;7606 ONU
23;Comisia pentru prevenirea criminalității și justiție penală;USE;comisie tehnică ONU;7606 ONU
23;Comisia pentru stupefiante;USE;comisie tehnică ONU;7606 ONU
23;Comisia pentru știință și tehnică în serviciul dezvoltării;USE;comisie tehnică ONU;7606 ONU
8386;Comisia regională ONU;;;7606 ONU
4052;Comitet comun ACP-EC;USE;comitet paritar ACP-UE;1016 construcţie europeană
6048;Comitet de gestionare pentru organizarea comună a piețelor agricole;USE;comitet agricol (UE);5606 politică agricolă
6053;Comitetul Consiliului Comunității Europene;USE;comitet al Consiliului UE;1006 Instituțiile Uniunii Europene și funcția publică europeană
6346;Comitetul Consultativ pentru Ocupare (a forței de muncă);USE;comitet pentru ocuparea forței de muncă (UE);4406 locuri de muncă
118;Comitetul Director pentru Cultură;USE;Consiliul pentru Cooperare Culturală;7611 organizaţii europene
